id,firstname,surname,born,bornYear,bornMonth,bornDay,died,diedYear,diedMonth,diedDay,ageDied,ageCurrent,ageCurrentBin,age,ageBin,bornCountry,bornCountryCode,bornCountryClean,bornCountryBin,bornCity,diedCountry,diedCountryCode,diedCity,gender,year,category,timesPrizeWon,timesPrizeWonOther,overallMotivation,share,prizeShare,motivation,workPublishYear,yearsSincePublishedBin,name,city,country,countryClean,URLpage,URLpicture
57,Ernest T.S.,Walton,6/10/1903,1903,Oct,6,25/6/1995,1995,Jun,25,92,,Deceased,48,41-50,Ireland,IE,Ireland,Other (<20 Laureates),Dungarvan,Northern Ireland,GB,Belfast,male,1951,physics,1,,,2,1/2,"""for their pioneer work on the transmutation of atomic nuclei by artificially accelerated atomic particles""",1932,11-20,Trinity College,Dublin,Ireland,Ireland,https://www.nobelprize.org/prizes/physics/1951/Walton,https://www.nobelprize.org/images/walton-13081-portrait-mini-2x.jpg
58,Felix,Bloch,23/10/1905,1905,Oct,23,10/9/1983,1983,Sep,10,78,,Deceased,47,41-50,Switzerland,CH,Switzerland,Other (<20 Laureates),Zurich,Switzerland,CH,Zurich,male,1952,physics,1,,,2,1/2,"""for their development of new methods for nuclear magnetic precision measurements and discoveries in connection therewith""",1946,<=10,Stanford University,Stanford CA,USA,USA,https://www.nobelprize.org/prizes/physics/1952/Bloch,https://www.nobelprize.org/images/bloch-13087-portrait-mini-2x.jpg
59,E. M.,Purcell,30/8/1912,1912,Aug,30,7/3/1997,1997,Mar,7,85,,Deceased,40,<=40,USA,US,USA,USA,Taylorville IL,USA,US,Cambridge MA,male,1952,physics,1,,,2,1/2,"""for their development of new methods for nuclear magnetic precision measurements and discoveries in connection therewith""",1946,<=10,Harvard University,Cambridge MA,USA,USA,https://www.nobelprize.org/prizes/physics/1952/Purcell,https://www.nobelprize.org/images/purcell-13088-portrait-mini-2x.jpg
60,Frits,Zernike,1888-07-16,1888,Jul,16,10/3/1966,1966,Mar,10,78,,Deceased,65,61-70,the Netherlands,NL,Netherlands,Other (<20 Laureates),Amsterdam,the Netherlands,NL,Groningen,male,1953,physics,1,,,1,1/1,"""for his demonstration of the phase contrast method especially for his invention of the phase contrast microscope""",1934,11-20,Groningen University,Groningen,the Netherlands,the Netherlands,https://www.nobelprize.org/prizes/physics/1953/Zernike,https://www.nobelprize.org/images/zernike-13094-portrait-mini-2x.jpg
61,Max,Born,1882-12-11,1882,Dec,11,5/1/1970,1970,Jan,5,88,,Deceased,72,71-80,Germany (now Poland),PL,Poland,Poland,Breslau (now Wroclaw),West Germany (now Germany),DE,Göttingen,male,1954,physics,1,,,2,1/2,"""for his fundamental research in quantum mechanics especially for his statistical interpretation of the wavefunction""",1926,21-30,Edinburgh University,Edinburgh,UK,UK,https://www.nobelprize.org/prizes/physics/1954/Born,https://www.nobelprize.org/images/born-13101-portrait-mini-2x.jpg
62,Walther,Bothe,1891-01-08,1891,Jan,8,8/2/1957,1957,Feb,8,66,,Deceased,63,61-70,Germany,DE,Germany,Germany,Oranienburg,West Germany (now Germany),DE,Heidelberg,male,1954,physics,1,,,2,1/2,"""for the coincidence method and his discoveries made therewith""",1925,21-30,University of Heidelberg,Heidelberg,Germany,Germany,https://www.nobelprize.org/prizes/physics/1954/Bothe,https://www.nobelprize.org/images/bothe-13102-portrait-mini-2x.jpg
63,Willis E.,Lamb,12/7/1913,1913,Jul,12,15/5/2008,2008,May,15,95,,Deceased,42,41-50,USA,US,USA,USA,Los Angeles CA,USA,US,Tucson AZ,male,1955,physics,1,,,2,1/2,"""for his discoveries concerning the fine structure of the hydrogen spectrum""",1947,<=10,Stanford University,Stanford CA,USA,USA,https://www.nobelprize.org/prizes/physics/1955/Lamb,https://www.nobelprize.org/images/lamb-13107-portrait-mini-2x.jpg
64,Polykarp,Kusch,26/1/1911,1911,Jan,26,20/3/1993,1993,Mar,20,82,,Deceased,44,41-50,Germany,DE,Germany,Germany,Blankenburg,USA,US,Dallas TX,male,1955,physics,1,,,2,1/2,"""for his precision determination of the magnetic moment of the electron""",1948,<=10,Columbia University,New York NY,USA,USA,https://www.nobelprize.org/prizes/physics/1955/Kusch,https://www.nobelprize.org/images/kusch-13106-portrait-mini-2x.jpg
65,William B.,Shockley,13/2/1910,1910,Feb,13,12/8/1989,1989,Aug,12,79,,Deceased,46,41-50,UK,GB,UK,UK,London,USA,US,Palo Alto CA,male,1956,physics,1,,,3,1/3,"""for their researches on semiconductors and their discovery of the transistor effect""",1950,<=10,Semiconductor Laboratory of Beckman Instruments Inc.,Mountain View CA,USA,USA,https://www.nobelprize.org/prizes/physics/1956/Shockley,https://www.nobelprize.org/images/shockley-13116-portrait-mini-2x.jpg
66,John,Bardeen,23/5/1908,1908,May,23,30/1/1991,1991,Jan,30,83,,Deceased,48,41-50,USA,US,USA,USA,Madison WI,USA,US,Boston MA,male,1956,physics,2,1972 Physics,,3,1/3,"""for their researches on semiconductors and their discovery of the transistor effect""",1947,<=10,University of Illinois,Urbana IL,USA,USA,https://www.nobelprize.org/prizes/physics/1956/Bardeen,https://www.nobelprize.org/images/bardeen-13114-portrait-mini-2x.jpg
66,John,Bardeen,23/5/1908,1908,May,23,30/1/1991,1991,Jan,30,83,,Deceased,64,61-70,USA,US,USA,USA,Madison WI,USA,US,Boston MA,male,1972,physics,2,1956 Physics,,3,1/3,"""for their jointly developed theory of superconductivity usually called the BCS-theory""",1957,11-20,University of Illinois,Urbana IL,USA,USA,https://www.nobelprize.org/prizes/physics/1972/Bardeen,https://www.nobelprize.org/images/bardeen-13240-portrait-mini-2x.jpg
67,Walter H.,Brattain,10/2/1902,1902,Feb,10,13/10/1987,1987,Oct,13,85,,Deceased,54,51-60,China,CN,China,Other (<20 Laureates),Amoy,USA,US,Seattle WA,male,1956,physics,1,,,3,1/3,"""for their researches on semiconductors and their discovery of the transistor effect""",1948,<=10,Bell Telephone Laboratories,Murray Hill NJ,USA,USA,https://www.nobelprize.org/prizes/physics/1956/Brattain,https://www.nobelprize.org/images/brattain-13115-portrait-mini-2x.jpg
68,Chen Ning,Yang,22/9/1922,1922,Sep,22,0000-00-00,,,,,97,>80,35,<=40,China,CN,China,Other (<20 Laureates),Hofei Anhwei,,,,male,1957,physics,1,,,2,1/2,"""for their penetrating investigation of the so-called parity laws which has led to important discoveries regarding the elementary particles""",1956,<=10,Institute for Advanced Study,Princeton NJ,USA,USA,https://www.nobelprize.org/prizes/physics/1957/Yang,https://www.nobelprize.org/images/yang-13122-portrait-mini-2x.jpg
69,Tsung-Dao,Lee,24/11/1926,1926,Nov,24,0000-00-00,,,,,93,>80,31,<=40,China,CN,China,Other (<20 Laureates),Shanghai,,,,male,1957,physics,1,,,2,1/2,"""for their penetrating investigation of the so-called parity laws which has led to important discoveries regarding the elementary particles""",1956,<=10,Columbia University,New York NY,USA,USA,https://www.nobelprize.org/prizes/physics/1957/Lee,https://www.nobelprize.org/images/lee-13121-portrait-mini-2x.jpg
70,Pavel A.,Cherenkov,28/7/1904,1904,Jul,28,6/1/1990,1990,Jan,6,86,,Deceased,54,51-60,Russia,RU,Russia,Russia,Novaya Chigla,USSR (now Russia),RU,,male,1958,physics,1,,,3,1/2,"""for the discovery and the interpretation of the Cherenkov effect""",1934,21-30,P.N. Lebedev Physical Institute,Moscow,USSR (now Russia),Russia,https://www.nobelprize.org/prizes/physics/1958/Cerenkov/facts/,https://www.nobelprize.org/images/cerenkov-13129-portrait-mini-2x.jpg
71,Igor Y.,Tamm,1895-07-08,1895,Jul,8,12/4/1971,1971,Apr,12,76,,Deceased,63,61-70,Russia,RU,Russia,Russia,Vladivostok,USSR (now Russia),RU,Moscow,male,1958,physics,1,,,3,1/2,"""for the discovery and the interpretation of the Cherenkov effect""",1937,21-30,Lomonosov Moscow State University,Moscow,USSR (now Russia),Russia,https://www.nobelprize.org/prizes/physics/1958/Tamm,https://www.nobelprize.org/images/tamm-13131-portrait-mini-2x.jpg
72,Emilio,Segrè,1/2/1905,1905,Feb,1,22/4/1989,1989,Apr,22,84,,Deceased,54,51-60,Italy,IT,Italy,Other (<20 Laureates),Tivoli,USA,US,Lafayette CA,male,1959,physics,1,,,2,1/2,"""for their discovery of the antiproton""",1955,<=10,University of California,Berkeley CA,USA,USA,https://www.nobelprize.org/prizes/physics/1959/Segre,https://www.nobelprize.org/images/segre-13138-portrait-mini-2x.jpg
73,Owen,Chamberlain,10/7/1920,1920,Jul,10,28/2/2006,2006,Feb,28,86,,Deceased,39,<=40,USA,US,USA,USA,San Francisco CA,USA,US,Berkeley CA,male,1959,physics,1,,,2,1/2,"""for their discovery of the antiproton""",1955,<=10,University of California,Berkeley CA,USA,USA,https://www.nobelprize.org/prizes/physics/1959/Chamberlain,https://www.nobelprize.org/images/chamberlain-13137-portrait-mini-2x.jpg
74,Donald A.,Glaser,21/9/1926,1926,Sep,21,28/2/2013,2013,Feb,28,87,,Deceased,34,<=40,USA,US,USA,USA,Cleveland OH,USA,US,Berkeley CA,male,1960,physics,1,,,1,1/1,"""for the invention of the bubble chamber""",1952,<=10,University of California,Berkeley CA,USA,USA,https://www.nobelprize.org/prizes/physics/1960/Glaser,https://www.nobelprize.org/images/glaser-13144-portrait-mini-2x.jpg
75,Robert,Hofstadter,5/2/1915,1915,Feb,5,17/11/1990,1990,Nov,17,75,,Deceased,46,41-50,USA,US,USA,USA,New York NY,USA,US,Stanford CA,male,1961,physics,1,,,2,1/2,"""for his pioneering studies of electron scattering in atomic nuclei and for his thereby achieved discoveries concerning the structure of the nucleons""",1949,11-20,Stanford University,Stanford CA,USA,USA,https://www.nobelprize.org/prizes/physics/1961/Hofstadter,https://www.nobelprize.org/images/hofstadter-13149-portrait-mini-2x.jpg
76,Rudolf,Mössbauer,31/1/1929,1929,Jan,31,14/9/2011,2011,Sep,14,82,,Deceased,32,<=40,Germany,DE,Germany,Germany,Munich,,,,male,1961,physics,1,,,2,1/2,"""for his researches concerning the resonance absorption of gamma radiation and his discovery in this connection of the effect which bears his name""",1958,<=10,Technical University,Munich,Germany,Germany,https://www.nobelprize.org/prizes/physics/1961/Mossbauer,https://www.nobelprize.org/images/mossbauer-13150-portrait-mini-2x.jpg
77,Lev,Landau,22/1/1908,1908,Jan,22,1/4/1968,1968,Apr,1,60,,Deceased,54,51-60,Russian Empire (now Azerbaijan),AZ,Russia,Russia,Baku,USSR (now Russia),RU,Moscow,male,1962,physics,1,,,1,1/1,"""for his pioneering theories for condensed matter especially liquid helium""",1941,21-30,Academy of Sciences,Moscow,USSR (now Russia),Russia,https://www.nobelprize.org/prizes/physics/1962/Landau,https://www.nobelprize.org/images/landau-13158-portrait-mini-2x.jpg
78,Eugene,Wigner,17/11/1902,1902,Nov,17,1/1/1995,1995,Jan,1,93,,Deceased,61,61-70,Austria-Hungary (now Hungary),HU,Hungary,Other (<20 Laureates),Budapest,USA,US,Princeton NJ,male,1963,physics,1,,,2,1/2,"""for his contributions to the theory of the atomic nucleus and the elementary particles particularly through the discovery and application of fundamental symmetry principles""",1949,11-20,Princeton University,Princeton NJ,USA,USA,https://www.nobelprize.org/prizes/physics/1963/Wigner,https://www.nobelprize.org/images/wigner-13169-portrait-mini-2x.jpg
79,Maria,Goeppert Mayer,28/6/1906,1906,Jun,28,20/2/1972,1972,Feb,20,66,,Deceased,57,51-60,Germany (now Poland),PL,Poland,Poland,Kattowitz (now Katowice),USA,US,San Diego CA,female,1963,physics,1,,,4,1/4,"""for their discoveries concerning nuclear shell structure""",1949,11-20,University of California,San Diego CA,USA,USA,https://www.nobelprize.org/prizes/physics/1963/Mayer/facts/,https://www.nobelprize.org/images/mayer-13168-portrait-mini-2x.jpg
80,J. Hans D.,Jensen,25/6/1907,1907,Jun,25,11/2/1973,1973,Feb,11,66,,Deceased,56,51-60,Germany,DE,Germany,Germany,Hamburg,West Germany (now Germany),DE,Heidelberg,male,1963,physics,1,,,4,1/4,"""for their discoveries concerning nuclear shell structure""",1949,11-20,University of Heidelberg,Heidelberg,Germany,Germany,https://www.nobelprize.org/prizes/physics/1963/Jensen,https://www.nobelprize.org/images/jensen-13167-portrait-mini-2x.jpg
81,Charles H.,Townes,28/7/1915,1915,Jul,28,27/1/2015,2015,Jan,27,100,,Deceased,49,41-50,USA,US,USA,USA,Greenville SC,USA,US,Berkeley CA,male,1964,physics,1,,,2,1/2,"""for fundamental work in the field of quantum electronics which has led to the construction of oscillators and amplifiers based on the maser-laser principle""",1955,<=10,Massachusetts Institute of Technology (MIT),Cambridge MA,USA,USA,https://www.nobelprize.org/prizes/physics/1964/Townes,https://www.nobelprize.org/images/townes-13177-portrait-mini-2x.jpg
82,Nicolay G.,Basov,14/12/1922,1922,Dec,14,1/7/2001,2001,Jul,1,79,,Deceased,42,41-50,USSR (now Russia),RU,Russia,Russia,Usman,Russia,RU,Moscow,male,1964,physics,1,,,4,1/4,"""for fundamental work in the field of quantum electronics which has led to the construction of oscillators and amplifiers based on the maser-laser principle""",1954,<=10,P.N. Lebedev Physical Institute,Moscow,USSR (now Russia),Russia,https://www.nobelprize.org/prizes/physics/1964/Basov,https://www.nobelprize.org/images/basov-13175-portrait-mini-2x.jpg
83,Aleksandr M.,Prokhorov,11/7/1916,1916,Jul,11,8/1/2002,2002,Jan,8,86,,Deceased,48,41-50,Australia,AU,Australia,Other (<20 Laureates),Atherton,Russia,RU,Moscow,male,1964,physics,1,,,4,1/4,"""for fundamental work in the field of quantum electronics which has led to the construction of oscillators and amplifiers based on the maser-laser principle""",1954,<=10,P.N. Lebedev Physical Institute,Moscow,USSR (now Russia),Russia,https://www.nobelprize.org/prizes/physics/1964/Prokhorov,https://www.nobelprize.org/images/prokhorov-13176-portrait-mini-2x.jpg
84,Sin-Itiro,Tomonaga,31/3/1906,1906,Mar,31,8/7/1979,1979,Jul,8,73,,Deceased,59,51-60,Japan,JP,Japan,Japan,Kyoto,Japan,JP,Tokyo,male,1965,physics,1,,,3,1/3,"""for their fundamental work in quantum electrodynamics with deep-ploughing consequences for the physics of elementary particles""",1948,11-20,Tokyo University of Education,Tokyo,Japan,Japan,https://www.nobelprize.org/prizes/physics/1965/Tomonaga,https://www.nobelprize.org/images/tomonaga-13186-portrait-mini-2x.jpg
85,Julian,Schwinger,12/2/1918,1918,Feb,12,16/7/1994,1994,Jul,16,76,,Deceased,47,41-50,USA,US,USA,USA,New York NY,USA,US,Los Angeles CA,male,1965,physics,1,,,3,1/3,"""for their fundamental work in quantum electrodynamics with deep-ploughing consequences for the physics of elementary particles""",1948,11-20,Harvard University,Cambridge MA,USA,USA,https://www.nobelprize.org/prizes/physics/1965/Schwinger,https://www.nobelprize.org/images/schwinger-13185-portrait-mini-2x.jpg
86,Richard P.,Feynman,11/5/1918,1918,May,11,15/2/1988,1988,Feb,15,70,,Deceased,47,41-50,USA,US,USA,USA,New York NY,USA,US,Los Angeles CA,male,1965,physics,1,,,3,1/3,"""for their fundamental work in quantum electrodynamics with deep-ploughing consequences for the physics of elementary particles""",1948,11-20,California Institute of Technology (Caltech),Pasadena CA,USA,USA,https://www.nobelprize.org/prizes/physics/1965/Feynman,https://www.nobelprize.org/images/feynman-13184-portrait-mini-2x.jpg
87,Alfred,Kastler,3/5/1902,1902,May,3,7/1/1984,1984,Jan,7,82,,Deceased,64,61-70,Germany (now France),FR,France,France,Guebwiller,France,FR,Bandol,male,1966,physics,1,,,1,1/1,"""for the discovery and development of optical methods for studying Hertzian resonances in atoms""",1950,11-20,École Normale Supérieure,Paris,France,France,https://www.nobelprize.org/prizes/physics/1966/Kastler,https://www.nobelprize.org/images/kastler-13191-portrait-mini-2x.jpg
88,Hans,Bethe,2/7/1906,1906,Jul,2,6/3/2005,2005,Mar,6,99,,Deceased,61,61-70,Germany (now France),FR,France,France,Strasbourg,USA,US,Ithaca NY,male,1967,physics,1,,,1,1/1,"""for his contributions to the theory of nuclear reactions especially his discoveries concerning the energy production in stars""",1939,21-30,Cornell University,Ithaca NY,USA,USA,https://www.nobelprize.org/prizes/physics/1967/Bethe,https://www.nobelprize.org/images/bethe-13199-portrait-mini-2x.jpg
89,Luis,Alvarez,13/6/1911,1911,Jun,13,1/9/1988,1988,Sep,1,77,,Deceased,57,51-60,USA,US,USA,USA,San Francisco CA,USA,US,Berkeley CA,male,1968,physics,1,,,1,1/1,"""for his decisive contributions to elementary particle physics in particular the discovery of a large number of resonance states made possible through his development of the technique of using hydrogen bubble chamber and data analysis""",1957,11-20,University of California,Berkeley CA,USA,USA,https://www.nobelprize.org/prizes/physics/1968/Alvarez,https://www.nobelprize.org/images/alvarez-13206-portrait-mini-2x.jpg
90,Murray,Gell-Mann,15/9/1929,1929,Sep,15,24/5/2019,2019,May,24,90,,Deceased,40,<=40,USA,US,USA,USA,New York NY,USA,US,Santa Fe NM,male,1969,physics,1,,,1,1/1,"""for his contributions and discoveries concerning the classification of elementary particles and their interactions""",1958,11-20,California Institute of Technology (Caltech),Pasadena CA,USA,USA,https://www.nobelprize.org/prizes/physics/1969/Gell-Mann,https://www.nobelprize.org/images/gell-mann-13216-portrait-mini-2x.jpg
91,Hannes,Alfvén,30/5/1908,1908,May,30,2/4/1995,1995,Apr,2,87,,Deceased,62,61-70,Sweden,SE,Sweden,Sweden,Norrköping,Sweden,SE,Djursholm,male,1970,physics,1,,,2,1/2,"""for fundamental work and discoveries in magnetohydro-dynamics with fruitful applications in different parts of plasma physics""",1939,31-40,Royal Institute of Technology,Stockholm,Sweden,Sweden,https://www.nobelprize.org/prizes/physics/1970/Alfven,https://www.nobelprize.org/images/alfven-13224-portrait-mini-2x.jpg
92,Louis,Néel,22/11/1904,1904,Nov,22,17/11/2000,2000,Nov,17,96,,Deceased,66,61-70,France,FR,France,France,Lyon,France,FR,Brive-Corrèze,male,1970,physics,1,,,2,1/2,"""for fundamental work and discoveries concerning antiferromagnetism and ferrimagnetism which have led to important applications in solid state physics""",1948,21-30,University of Grenoble,Grenoble,France,France,https://www.nobelprize.org/prizes/physics/1970/Neel,https://www.nobelprize.org/images/neel-13870-portrait-mini-2x.jpg
93,Dennis,Gabor,5/6/1900,1900,Jun,5,8/2/1979,1979,Feb,8,79,,Deceased,71,71-80,Hungary,HU,Hungary,Other (<20 Laureates),Budapest,UK,GB,London,male,1971,physics,1,,,1,1/1,"""for his invention and development of the holographic method""",1948,21-30,Imperial College,London,UK,UK,https://www.nobelprize.org/prizes/physics/1971/Gabor,https://www.nobelprize.org/images/gabor-13231-portrait-mini-2x.jpg
95,Leon N.,Cooper,28/2/1930,1930,Feb,28,0000-00-00,,,,,89,>80,42,41-50,USA,US,USA,USA,New York NY,,,,male,1972,physics,1,,,3,1/3,"""for their jointly developed theory of superconductivity usually called the BCS-theory""",1957,11-20,Brown University,Providence RI,USA,USA,https://www.nobelprize.org/prizes/physics/1972/Cooper,https://www.nobelprize.org/images/cooper-13241-portrait-mini-2x.jpg
96,Robert,Schrieffer,31/5/1931,1931,May,31,27/7/2019,2019,Jul,27,88,,Deceased,41,41-50,USA,US,USA,USA,Oak Park IL,USA,US,Tallahassee FL,male,1972,physics,1,,,3,1/3,"""for their jointly developed theory of superconductivity usually called the BCS-theory""",1957,11-20,University of Pennsylvania,Philadelphia PA,USA,USA,https://www.nobelprize.org/prizes/physics/1972/Schrieffer,https://www.nobelprize.org/images/schrieffer-13242-portrait-mini-2x.jpg
